Xp,Yp,Zp
88121409.385715604000000000,88121409.385715604000000000,279867584.850382030000000000
102501721.309513150000000000,102501721.309513140000000000,325544857.732512060000000000
116882033.233310700000000000,116882033.233310680000000000,371222130.614642140000000000
145642657.080905770000000000,145642657.080905770000000000,462576676.378902200000000000
217544216.699893500000000000,217544216.699893470000000000,690963040.789552450000000000
289445776.318881210000000000,289445776.318881210000000000,919349405.200202580000000000
1767253.650670992200000000,1767253.650670992000000000,5848505.393732002900000000
1767364.166123222300000000,1767364.166123222100000000,5848873.595673383200000000
1767502.310438509800000000,1767502.310438509600000000,5849333.848100110000000000
1769988.908113688900000000,1769988.908113688700000000,5857618.391781182000000000
1781040.453336706400000000,1781040.453336706200000000,5894438.585919279600000000
1794854.884865478100000000,1794854.884865477900000000,5940463.828591901800000000
1822483.747923021900000000,1822483.747923021700000000,6032514.313937145300000000
1850112.610980565900000000,1850112.610980565700000000,6124564.799282389700000000
1877741.474038109600000000,1877741.474038109400000000,6216615.284627633200000000
1905370.337095653400000000,1905370.337095652900000000,6308665.769972877600000000
1974442.494739512900000000,1974442.494739512400000000,6538791.983335987700000000
2043514.652383372200000000,2043514.652383371700000000,6768918.196699097800000000
2457947.598246528800000000,2457947.598246528300000000,8149675.476877759200000000
3148669.174685122400000000,3148669.174685122000000000,10450937.610508861000000000
3424957.805260560900000000,3424957.805260560000000000,11371442.463961301000000000
3701246.435835998500000000,3701246.435835997600000000,12291947.317413742000000000
3977535.066411436100000000,3977535.066411435100000000,13212452.170866182000000000
4253823.696986873600000000,4253823.696986872700000000,14132957.024318622000000000
4530112.327562310700000000,4530112.327562310700000000,15053461.877771063000000000
5911555.480439500000000000,5911555.480439499000000000,19655986.145033263000000000
7292998.633316687300000000,7292998.633316685400000000,24258510.412295464000000000
8674441.786193875600000000,8674441.786193873700000000,28861034.679557666000000000
10055884.939071065000000000,10055884.939071063000000000,33463558.946819868000000000
11437328.091948252000000000,11437328.091948250000000000,38066083.214082070000000000
12818771.244825441000000000,12818771.244825440000000000,42668607.481344275000000000
15581657.550579818000000000,15581657.550579816000000000,51873656.015868679000000000
22488873.314965762000000000,22488873.314965758000000000,74886277.352179676000000000
29396089.079351701000000000,29396089.079351693000000000,97898898.688490689000000000
57024952.136895470000000000,57024952.136895455000000000,189949384.033734740000000000
84653815.194439232000000000,84653815.194439232000000000,281999869.378978790000000000
98468246.723211125000000000,98468246.723211110000000000,328025112.051600810000000000
112282678.251983020000000000,112282678.251982990000000000,374050354.724222840000000000
139911541.309526770000000000,139911541.309526770000000000,466100840.069466890000000000
208983698.953386190000000000,208983698.953386130000000000,696227053.432576890000000000
278055856.597245570000000000,278055856.597245570000000000,926353266.795686960000000000
1694393.727213105700000000,1694393.727213105400000000,5891185.726857321300000000
1694499.681958098400000000,1694499.681958098200000000,5891556.600399147700000000
1694632.125389339400000000,1694632.125389339200000000,5892020.192326431200000000
1697016.107151673600000000,1697016.107151673400000000,5900364.847017532200000000
1707611.581650937000000000,1707611.581650936700000000,5937452.201200204000000000
1720855.924775016000000000,1720855.924775015800000000,5983811.393928542700000000
1747344.611023174400000000,1747344.611023173900000000,6076529.779385222100000000
1773833.297271332700000000,1773833.297271332500000000,6169248.164841900600000000
1800321.983519490800000000,1800321.983519490600000000,6261966.550298579000000000
1826810.669767649400000000,1826810.669767649100000000,6354684.935755257500000000
1893032.385388045300000000,1893032.385388044900000000,6586480.899396955000000000
1959254.101008441100000000,1959254.101008440800000000,6818276.863038651600000000
2356584.394730816100000000,2356584.394730816100000000,8209052.644888833200000000
3018801.550934774800000000,3018801.550934773900000000,10527012.281305801000000000
3283688.413416358200000000,3283688.413416357700000000,11454196.135872589000000000
3548575.275897941600000000,3548575.275897941100000000,12381379.990439376000000000
3813462.138379524900000000,3813462.138379524500000000,13308563.845006164000000000
4078349.000861108300000000,4078349.000861107800000000,14235747.699572951000000000
4343235.863342692100000000,4343235.863342691200000000,15162931.554139739000000000
5667670.175750609500000000,5667670.175750608600000000,19798850.826973673000000000
6992104.488158525900000000,6992104.488158525000000000,24434770.099807613000000000
8316538.800566442300000000,8316538.800566441400000000,29070689.372641549000000000
9640973.112974358700000000,9640973.112974358700000000,33706608.645475484000000000
10965407.425382277000000000,10965407.425382275000000000,38342527.918309420000000000
12289841.737790195000000000,12289841.737790193000000000,42978447.191143356000000000
14938710.362606028000000000,14938710.362606024000000000,52250285.736811228000000000
21560881.924645614000000000,21560881.924645610000000000,75429882.100980923000000000
28183053.486685198000000000,28183053.486685194000000000,98609478.465150595000000000
54671739.734843545000000000,54671739.734843530000000000,191327863.921829310000000000
81160425.983001888000000000,81160425.983001873000000000,284046249.378508090000000000
94404769.107081056000000000,94404769.107081041000000000,330405442.106847470000000000
107649112.231160220000000000,107649112.231160210000000000,376764634.835186780000000000
134137798.479318570000000000,134137798.479318560000000000,469483020.291865530000000000
200359514.099714400000000000,200359514.099714370000000000,701278983.933562280000000000
266581229.720110300000000000,266581229.720110240000000000,933074947.575259090000000000
1621009.210754952400000000,1621009.210754952200000000,5932066.278038118000000000
1621110.572517865800000000,1621110.572517865600000000,5932439.710208716800000000
1621237.274721507400000000,1621237.274721507200000000,5932906.500421965500000000
1623517.914387058000000000,1623517.914387057800000000,5941308.724260440100000000
1633654.090678394100000000,1633654.090678393600000000,5978651.941320328000000000
1646324.311042564000000000,1646324.311042563800000000,6025330.962645188900000000
1671664.751770904100000000,1671664.751770903600000000,6118689.005294908800000000
1697005.192499243900000000,1697005.192499243700000000,6212047.047944628600000000
1722345.633227584000000000,1722345.633227583700000000,6305405.090594349400000000
1747686.073955924300000000,1747686.073955924000000000,6398763.133244069300000000
1811037.175776774300000000,1811037.175776774100000000,6632158.239868369900000000
1874388.277597624100000000,1874388.277597623900000000,6865553.346492670500000000
2254494.888522724600000000,2254494.888522724600000000,8265923.986238473100000000
2888005.906731225600000000,2888005.906731225100000000,10599875.052481476000000000
3141410.314014625300000000,3141410.314014624800000000,11533455.478978679000000000
3394814.721298025900000000,3394814.721298025500000000,12467035.905475881000000000
3648219.128581426600000000,3648219.128581426100000000,13400616.331973081000000000
3901623.535864826300000000,3901623.535864825800000000,14334196.758470284000000000
4155027.943148226500000000,4155027.943148225500000000,15267777.184967486000000000
5422049.979565228300000000,5422049.979565227400000000,19935679.317453492000000000
6689072.015982229300000000,6689072.015982228300000000,24603581.449939501000000000
7956094.052399230200000000,7956094.052399229300000000,29271483.582425509000000000
9223116.088816231100000000,9223116.088816229300000000,33939385.714911520000000000
10490138.125233235000000000,10490138.125233233000000000,38607287.847397529000000000
11757160.161650235000000000,11757160.161650233000000000,43275189.979883537000000000
14291204.234484237000000000,14291204.234484235000000000,52610994.244855553000000000
20626314.416569244000000000,20626314.416569240000000000,75950504.907285601000000000
26961424.598654252000000000,26961424.598654248000000000,99290015.569715649000000000
52301865.326994278000000000,52301865.326994270000000000,192648058.219435810000000000
77642306.055334300000000000,77642306.055334300000000000,286006100.869156000000000000
90312526.419504330000000000,90312526.419504315000000000,332685122.194016100000000000
102982746.783674340000000000,102982746.783674330000000000,379364143.518876190000000000
128323187.512014390000000000,128323187.512014360000000000,472722186.168596330000000000
191674289.332864430000000000,191674289.332864400000000000,706117292.792896750000000000
255025391.153714510000000000,255025391.153714480000000000,939512399.417197110000000000
1547122.662027003000000000,1547122.662027002800000000,5971133.976380642500000000
1547219.399932062300000000,1547219.399932061800000000,5971509.853428957100000000
1547340.322313386000000000,1547340.322313385800000000,5971979.699739350000000000
1549516.925177217900000000,1549516.925177217700000000,5980436.933326423200000000
1559190.715683137100000000,1559190.715683136800000000,6018024.638157859400000000
1571282.953815535900000000,1571282.953815535400000000,6065009.269197154800000000
1595467.430080333300000000,1595467.430080333000000000,6158978.531275745500000000
1619651.906345130900000000,1619651.906345130600000000,6252947.793354336200000000
1643836.382609928300000000,1643836.382609928000000000,6346917.055432927800000000
1668020.858874725900000000,1668020.858874725600000000,6440886.317511518500000000
1728482.049536719900000000,1728482.049536719700000000,6675809.472707995200000000
1788943.240198713500000000,1788943.240198713300000000,6910732.627904471900000000
2151710.384170676600000000,2151710.384170676100000000,8320271.559083335100000000
2756322.290790615100000000,2756322.290790614700000000,10669503.111048106000000000
2998167.053438590400000000,2998167.053438589900000000,11609195.731834013000000000
3240011.816086565600000000,3240011.816086565100000000,12548888.352619922000000000
3481856.578734540800000000,3481856.578734540400000000,13488580.973405831000000000
3723701.341382516100000000,3723701.341382515600000000,14428273.594191739000000000
3965546.104030491800000000,3965546.104030490900000000,15367966.214977648000000000
5174769.917270368000000000,5174769.917270367000000000,20066429.318907186000000000
6383993.730510245100000000,6383993.730510244100000000,24764892.422836728000000000
7593217.543750121300000000,7593217.543750119400000000,29463355.526766270000000000
8802441.356989998400000000,8802441.356989996500000000,34161818.630695812000000000
10011665.170229875000000000,10011665.170229875000000000,38860281.734625354000000000
11220888.983469751000000000,11220888.983469749000000000,43558744.838554896000000000
13639336.609949505000000000,13639336.609949501000000000,52955671.046413980000000000
19685455.676148888000000000,19685455.676148884000000000,76447986.566061690000000000
25731574.742348269000000000,25731574.742348265000000000,99940302.085709393000000000
49916051.007145807000000000,49916051.007145800000000000,193909564.164300230000000000
74100527.271943346000000000,74100527.271943331000000000,287878826.242891010000000000
86192765.404342115000000000,86192765.404342100000000000,334863457.282186450000000000
98285003.536740869000000000,98285003.536740854000000000,381848088.321481880000000000
122469479.801538410000000000,122469479.801538390000000000,475817350.400072690000000000
182930670.463532240000000000,182930670.463532210000000000,710740505.596549750000000000
243391861.125526070000000000,243391861.125526010000000000,945663660.793026920000000000
1472756.817480499400000000,1472756.817480499200000000,6008376.319278948900000000
1472848.902060401400000000,1472848.902060401200000000,6008754.526709188700000000
1472964.007785279100000000,1472964.007785278800000000,6009227.285996988400000000
1475035.910833074500000000,1475035.910833074200000000,6017736.953177382200000000
1484244.368823276400000000,1484244.368823276100000000,6055557.696201354300000000
1495754.941311028600000000,1495754.941311028300000000,6102833.624981320500000000
1518776.086286532900000000,1518776.086286532700000000,6197385.482541251900000000
1541797.231262037300000000,1541797.231262037100000000,6291937.340101183400000000
1564818.376237541700000000,1564818.376237541400000000,6386489.197661115800000000
1587839.521213046500000000,1587839.521213046300000000,6481041.055221047300000000
1645392.383651807400000000,1645392.383651807200000000,6717420.699120876400000000
1702945.246090568800000000,1702945.246090568600000000,6953800.343020705500000000
2048262.420723136300000000,2048262.420723135800000000,8372078.206419680300000000
2623791.045110748100000000,2623791.045110747700000000,10735874.645417972000000000
2854002.494865792800000000,2854002.494865792300000000,11681393.221017290000000000
3084213.944620837900000000,3084213.944620837500000000,12626911.796616606000000000
3314425.394375883000000000,3314425.394375882600000000,13572430.372215923000000000
3544636.844130927700000000,3544636.844130927200000000,14517948.947815239000000000
3774848.293885972400000000,3774848.293885971900000000,15463467.523414556000000000
4925905.542661196600000000,4925905.542661195600000000,20191060.401411138000000000
6076962.791436420800000000,6076962.791436419800000000,24918653.279407721000000000
7228020.040211645000000000,7228020.040211644000000000,29646246.157404304000000000
8379077.288986869200000000,8379077.288986868200000000,34373839.035400890000000000
9530134.537762094300000000,9530134.537762092400000000,39101431.913397476000000000
10681191.786537318000000000,10681191.786537316000000000,43829024.791394055000000000
12983306.284087768000000000,12983306.284087766000000000,53284210.547387220000000000
18738592.527963888000000000,18738592.527963884000000000,76922174.937370151000000000
24493878.771840014000000000,24493878.771840010000000000,100560139.327353060000000000
47515023.747344501000000000,47515023.747344494000000000,195111996.887284730000000000
70536168.722848982000000000,70536168.722848982000000000,289663854.447216450000000000
82046741.210601225000000000,82046741.210601211000000000,336939783.227182270000000000
93557313.698353484000000000,93557313.698353469000000000,384215712.007148090000000000
116578458.673857970000000000,116578458.673857960000000000,478767569.567079780000000000
174131321.112619160000000000,174131321.112619130000000000,715147213.466908930000000000
231684183.551380400000000000,231684183.551380370000000000,951526857.366738080000000000
1397934.581734920900000000,1397934.581734920600000000,6043781.377894403400000000
1398021.984939810400000000,1398021.984939810400000000,6044161.800500921900000000
1398131.238945922800000000,1398131.238945922600000000,6044637.328759068600000000
1400097.811055942400000000,1400097.811055942200000000,6053196.837405725400000000
1408838.131544919000000000,1408838.131544918800000000,6091239.098057531800000000
1419763.532156139400000000,1419763.532156139100000000,6138791.923872289200000000
1441614.333378580400000000,1441614.333378580200000000,6233897.575501804200000000
1463465.134601021700000000,1463465.134601021400000000,6329003.227131320200000000
1485315.935823462700000000,1485315.935823462400000000,6424108.878760835200000000
1507166.737045903500000000,1507166.737045903200000000,6519214.530390351100000000
1561793.740102006100000000,1561793.740102005900000000,6756978.659464139500000000
1616420.743158108800000000,1616420.743158108600000000,6994742.788537927900000000
1944182.761494724800000000,1944182.761494724500000000,8421327.562980657400000000
2490452.792055750700000000,2490452.792055750700000000,10798968.853718542000000000
2708960.804280161900000000,2708960.804280161400000000,11750025.370013695000000000
2927468.816504572500000000,2927468.816504572100000000,12701081.886308849000000000
3145976.828728983200000000,3145976.828728982700000000,13652138.402604003000000000
3364484.840953393800000000,3364484.840953393400000000,14603194.918899156000000000
3582992.853177803600000000,3582992.853177803100000000,15554251.435194310000000000
4675532.914299856900000000,4675532.914299855900000000,20309534.016670078000000000
5768072.975421909200000000,5768072.975421908300000000,25064816.598145846000000000
6860613.036543962500000000,6860613.036543960700000000,29820099.179621615000000000
7953153.097666015800000000,7953153.097666014000000000,34575381.761097379000000000
9045693.158788068200000000,9045693.158788068200000000,39330664.342573151000000000
10138233.219910121000000000,10138233.219910119000000000,44085946.924048916000000000
12323313.342154225000000000,12323313.342154223000000000,53596512.087000452000000000
17786013.647764493000000000,17786013.647764489000000000,77372924.994379282000000000
23248713.953374755000000000,23248713.953374751000000000,101149337.901758120000000000
45099515.175815813000000000,45099515.175815806000000000,196254989.531273480000000000
66950316.398256861000000000,66950316.398256853000000000,291360641.160788830000000000
77875717.009477392000000000,77875717.009477377000000000,338913466.975546540000000000
88801117.620697916000000000,88801117.620697901000000000,386466292.790304180000000000
110651918.843138960000000000,110651918.843138950000000000,481571944.419819530000000000
165278921.899241630000000000,165278921.899241600000000000,719336073.493607880000000000
219905924.955344260000000000,219905924.955344200000000000,957100202.567396280000000000
1322679.019912164700000000,1322679.019912164700000000,6077337.802412108500000000
1322761.715118179300000000,1322761.715118179100000000,6077720.324314493700000000
1322865.084125697600000000,1322865.084125697400000000,6078198.476692475400000000
1324725.726261026200000000,1324725.726261026000000000,6086805.219496143100000000
1332995.246862486900000000,1332995.246862486700000000,6125057.409734664500000000
1343332.147614312800000000,1343332.147614312600000000,6172872.647532816000000000
1364005.949117964800000000,1364005.949117964600000000,6268503.123129119200000000
1384679.750621616600000000,1384679.750621616400000000,6364133.598725423200000000
1405353.552125268400000000,1405353.552125268200000000,6459764.074321726300000000
1426027.353628920200000000,1426027.353628919900000000,6555394.549918030400000000
1477711.857388049600000000,1477711.857388049400000000,6794470.738908789100000000
1529396.361147179300000000,1529396.361147179000000000,7033546.927899547900000000
1839503.383701956400000000,1839503.383701955900000000,8468004.061844101200000000
2356348.421293251700000000,2356348.421293251200000000,10858765.951751690000000000
2563086.436329769900000000,2563086.436329769400000000,11815070.707714725000000000
2769824.451366288100000000,2769824.451366287700000000,12771375.463677760000000000
2976562.466402806300000000,2976562.466402805900000000,13727680.219640795000000000
3183300.481439324100000000,3183300.481439323600000000,14683984.975603832000000000
3390038.496475842300000000,3390038.496475841900000000,15640289.731566867000000000
4423728.571658432500000000,4423728.571658432500000000,20421813.511382047000000000
5457418.646841023100000000,5457418.646841023100000000,25203337.291197222000000000
6491108.722023614700000000,6491108.722023612800000000,29984861.071012400000000000
7524798.797206205300000000,7524798.797206203500000000,34766384.850827575000000000
8558488.872388795000000000,8558488.872388795000000000,39547908.630642757000000000
9592178.947571385700000000,9592178.947571383800000000,44329432.410457931000000000
11659559.097936567000000000,11659559.097936565000000000,53892479.970088288000000000
16828009.473849524000000000,16828009.473849520000000000,77800098.869164169000000000
21996459.849762477000000000,21996459.849762473000000000,101707717.768240060000000000
42670261.353414282000000000,42670261.353414282000000000,197338193.364543590000000000
63344062.857066102000000000,63344062.857066095000000000,292968668.960847140000000000
73680963.608892009000000000,73680963.608891994000000000,340783906.758998870000000000
84017864.360717922000000000,84017864.360717908000000000,388599144.557150660000000000
104691665.864369740000000000,104691665.864369720000000000,484229620.153454180000000000
156376169.623499240000000000,156376169.623499210000000000,723305809.144213080000000000
208060673.382628800000000000,208060673.382628770000000000,962381998.134971980000000000
1247013.349861659800000000,1247013.349861659600000000,6109034.827068036400000000
1247091.311879038300000000,1247091.311879038100000000,6109419.331746411500000000
1247188.764400761600000000,1247188.764400761300000000,6109899.962594380600000000
1248942.909791780400000000,1248942.909791780200000000,6118551.317857825200000000
1256739.111529641600000000,1256739.111529641300000000,6157001.785695358200000000
1266484.363701968000000000,1266484.363701968000000000,6205064.870492273900000000
1285974.868046620900000000,1285974.868046620600000000,6301191.040086106400000000
1305465.372391274000000000,1305465.372391273700000000,6397317.209679937900000000
1324955.876735926800000000,1324955.876735926600000000,6493443.379273769400000000
1344446.381080579700000000,1344446.381080579500000000,6589569.548867601900000000
1393172.641942212100000000,1393172.641942211900000000,6829884.972852181600000000
1441898.902803844500000000,1441898.902803844300000000,7070200.396836761400000000
1734256.467973638600000000,1734256.467973638300000000,8512092.940744239800000000
2221519.076589962000000000,2221519.076589961500000000,10915247.180590037000000000
2416424.120036491700000000,2416424.120036491200000000,11876508.876528356000000000
2611329.163483020800000000,2611329.163483020400000000,12837770.572466675000000000
2806234.206929550000000000,2806234.206929549600000000,13799032.268404994000000000
3001139.250376079700000000,3001139.250376079200000000,14760293.964343313000000000
3196044.293822609400000000,3196044.293822608400000000,15721555.660281632000000000
4170569.511055255800000000,4170569.511055255300000000,20527864.139973227000000000
5145094.728287902700000000,5145094.728287902700000000,25334172.619664822000000000
6119619.945520549100000000,6119619.945520548100000000,30140481.099356413000000000
7094145.162753197400000000,7094145.162753195500000000,34946789.579048008000000000
8068670.379985843800000000,8068670.379985841900000000,39753098.058739603000000000
9043195.597218489300000000,9043195.597218489300000000,44559406.538431197000000000
10992246.031683784000000000,10992246.031683782000000000,54172023.497814387000000000
15864872.117847020000000000,15864872.117847018000000000,78203565.896272361000000000
20737498.204010252000000000,20737498.204010252000000000,102235108.294730340000000000
40228002.548663191000000000,40228002.548663184000000000,198361277.888562230000000000
59718506.893316135000000000,59718506.893316127000000000,294487447.482394100000000000
69463759.065642595000000000,69463759.065642595000000000,342550532.279310050000000000
79209011.237969071000000000,79209011.237969056000000000,390613617.076226000000000000
98699515.582621992000000000,98699515.582621977000000000,486739786.670057890000000000
147425776.444254340000000000,147425776.444254340000000000,727055210.654637580000000000
196152037.305886690000000000,196152037.305886660000000000,967370634.639217260000000000
1170960.934280826500000000,1170960.934280826200000000,6138862.274940869800000000
1171034.139361583400000000,1171034.139361583200000000,6139248.645271386000000000
1171125.645712529300000000,1171125.645712529100000000,6139731.608184530400000000
1172772.760029559500000000,1172772.760029559300000000,6148424.940621132000000000
1180093.268105248200000000,1180093.268105248000000000,6187061.973672694500000000
1189243.903199859200000000,1189243.903199859000000000,6235358.264987148300000000
1207545.173389081100000000,1207545.173389080900000000,6331950.847616055000000000
1225846.443578303100000000,1225846.443578302900000000,6428543.430244961800000000
1244147.713767524800000000,1244147.713767524800000000,6525136.012873868500000000
1262448.983956747000000000,1262448.983956746800000000,6621728.595502775200000000
1308202.159429801900000000,1308202.159429801600000000,6863210.052075042400000000
1353955.334902856500000000,1353955.334902856300000000,7104691.508647309600000000
1628474.387741185700000000,1628474.387741185500000000,8553580.248080911100000000
2086006.142471733700000000,2086006.142471733500000000,10968394.813803582000000000
2269018.844363953500000000,2269018.844363953000000000,11934320.640092650000000000
2452031.546256172500000000,2452031.546256172500000000,12900246.466381719000000000
2635044.248148391500000000,2635044.248148391500000000,13866172.292670786000000000
2818056.950040611000000000,2818056.950040610500000000,14832098.118959855000000000
3001069.651932830900000000,3001069.651932830500000000,15798023.945248924000000000
3916133.161393926900000000,3916133.161393926500000000,20627653.076694265000000000
4831196.670855023900000000,4831196.670855023000000000,25457282.208139606000000000
5746260.180316119500000000,5746260.180316118500000000,30286911.339584947000000000
6661323.689777217800000000,6661323.689777215900000000,35116540.471030295000000000
7576387.199238313400000000,7576387.199238312400000000,39946169.602475636000000000
8491450.708699410800000000,8491450.708699408900000000,44775798.733920977000000000
10321577.727621602000000000,10321577.727621602000000000,54435056.996811658000000000
14896895.274927085000000000,14896895.274927083000000000,78583202.654038370000000000
19472212.822232567000000000,19472212.822232567000000000,102731348.311265080000000000
37773483.011454500000000000,37773483.011454493000000000,199323930.940171900000000000
56074753.200676434000000000,56074753.200676426000000000,295916513.569078740000000000
65225388.295287400000000000,65225388.295287393000000000,344212804.883532170000000000
74376023.389898360000000000,74376023.389898345000000000,392509096.197985530000000000
92677293.579120293000000000,92677293.579120278000000000,489101678.826892380000000000
138430469.052175130000000000,138430469.052175100000000000,730583135.399159550000000000
184183644.525229960000000000,184183644.525229930000000000,972064591.971426610000000000
1094545.272735499500000000,1094545.272735499300000000,6166810.562502814500000000
1094613.698580657800000000,1094613.698580657600000000,6167198.680793324500000000
1094699.230887105900000000,1094699.230887105700000000,6167683.828656463000000000
1096238.812403170200000000,1096238.812403169900000000,6176416.490192947000000000
1103081.396919011400000000,1103081.396919011100000000,6215228.319243986200000000
1111634.627563812800000000,1111634.627563812500000000,6263743.105557786300000000
1128741.088853415800000000,1128741.088853415600000000,6360772.678185385700000000
1145847.550143018600000000,1145847.550143018400000000,6457802.250812985900000000
1162954.011432621600000000,1162954.011432621400000000,6554831.823440585300000000
1180060.472722224400000000,1180060.472722224200000000,6651861.396068184600000000
1222826.625946231700000000,1222826.625946231400000000,6894435.327637183500000000
1265592.779170238900000000,1265592.779170238600000000,7137009.259206183300000000
1522189.698514282500000000,1522189.698514282200000000,8592452.848620178200000000
1949851.230754355200000000,1949851.230754354700000000,11018192.164310168000000000
2120915.843650383900000000,2120915.843650383900000000,11988487.890586166000000000
2291980.456546412800000000,2291980.456546412300000000,12958783.616862161000000000
2463045.069442442200000000,2463045.069442441700000000,13929079.343138158000000000
2634109.682338471100000000,2634109.682338470600000000,14899375.069414156000000000
2805174.295234500000000000,2805174.295234499500000000,15869670.795690151000000000
3660497.359714645000000000,3660497.359714644500000000,20721149.427070133000000000
4515820.424194790400000000,4515820.424194789500000000,25572628.058450118000000000
5371143.488674935900000000,5371143.488674935000000000,30424106.689830098000000000
6226466.553155080400000000,6226466.553155079500000000,35275585.321210079000000000
7081789.617635225900000000,7081789.617635224000000000,40127063.952590063000000000
7937112.682115370400000000,7937112.682115369500000000,44978542.583970040000000000
9647758.811075661300000000,9647758.811075659500000000,54681499.846730009000000000
13924374.133476388000000000,13924374.133476386000000000,78938893.003629923000000000
18200989.455877114000000000,18200989.455877110000000000,103196286.160529840000000000
35307450.745480016000000000,35307450.745480008000000000,200225858.788129480000000000
52413912.035082914000000000,52413912.035082906000000000,297255431.415729110000000000
60967142.679884367000000000,60967142.679884359000000000,345770217.729528960000000000
69520373.324685827000000000,69520373.324685812000000000,394285004.043328760000000000
86626834.614288718000000000,86626834.614288703000000000,491314576.670928420000000000
129392987.838295980000000000,129392987.838295950000000000,733888508.239927650000000000
172159141.062303250000000000,172159141.062303220000000000,976462439.808926700000000000
1017789.993585123800000000,1017789.993585123600000000,6192870.703923806500000000
1017853.619351508300000000,1017853.619351508200000000,6193260.451949720300000000
1017933.151559489200000000,1017933.151559489100000000,6193747.636982113100000000
1019364.731303143700000000,1019364.731303143400000000,6202516.967565180700000000
1025727.307941608100000000,1025727.307941607900000000,6241491.770156590300000000
1033680.528739688600000000,1033680.528739688500000000,6290210.273395851300000000
1049586.970335849800000000,1049586.970335849600000000,6387647.279874375100000000
1065493.411932010700000000,1065493.411932010700000000,6485084.286352898900000000
1081399.853528171800000000,1081399.853528171500000000,6582521.292831421800000000
1097306.295124332900000000,1097306.295124332700000000,6679958.299309945700000000
1137072.399114735700000000,1137072.399114735400000000,6923550.815506254300000000
1176838.503105138000000000,1176838.503105138000000000,7167143.331702563000000000
1415435.127047554100000000,1415435.127047553900000000,8628698.428880417700000000
1813096.166951580900000000,1813096.166951580700000000,11064623.590843506000000000
1972160.582913191300000000,1972160.582913190800000000,12038993.655628741000000000
2131224.998874802100000000,2131224.998874801700000000,13013363.720413975000000000
2290289.414836412300000000,2290289.414836411800000000,13987733.785199210000000000
2449353.830798022900000000,2449353.830798022400000000,14962103.849984447000000000
2608418.246759633500000000,2608418.246759633500000000,15936473.914769681000000000
3403740.326567686600000000,3403740.326567686200000000,20808324.238695856000000000
4199062.406375739700000000,4199062.406375739700000000,25680174.562622033000000000
4994384.486183793300000000,4994384.486183792400000000,30552024.886548210000000000
5789706.565991845900000000,5789706.565991845000000000,35423875.210474379000000000
6585028.645799899500000000,6585028.645799898500000000,40295725.534400560000000000
7380350.725607953000000000,7380350.725607951200000000,45167575.858326733000000000
8970994.885224059200000000,8970994.885224057400000000,54911276.506179087000000000
12947605.284264326000000000,12947605.284264322000000000,79270528.125809982000000000
16924215.683304589000000000,16924215.683304586000000000,103629779.745440860000000000
32830657.279465653000000000,32830657.279465649000000000,201066786.223964390000000000
48737098.875626720000000000,48737098.875626713000000000,298503792.702487890000000000
56690319.673707247000000000,56690319.673707232000000000,347222295.941749690000000000
64643540.471787781000000000,64643540.471787766000000000,395940799.181011440000000000
80549982.067948848000000000,80549982.067948833000000000,493377805.659534930000000000
120316086.058351500000000000,120316086.058351490000000000,736970321.855843780000000000
160082190.048754160000000000,160082190.048754130000000000,980562838.052152630000000000
940718.845817713180000000,940718.845817712950000000,6217034.315123903600000000
940777.652124299200000000,940777.652124298970000000,6217425.574164197800000000
940851.160007531750000000,940851.160007531640000000,6217914.647964564200000000
942174.301905718520000000,942174.301905718400000000,6226717.976371168200000000
948054.932564326560000000,948054.932564326330000000,6265843.880400520700000000
955405.720887586470000000,955405.720887586240000000,6314751.260437211000000000
970107.297534106300000000,970107.297534106180000000,6412566.020510591600000000
984808.874180626120000000,984808.874180626010000000,6510380.780583972100000000
999510.450827145950000000,999510.450827145830000000,6608195.540657352700000000
1014212.027473665900000000,1014212.027473665700000000,6706010.300730733200000000
1050965.969089965300000000,1050965.969089965100000000,6950547.200914184600000000
1087719.910706264900000000,1087719.910706264700000000,7195084.101097635900000000
1308243.560404062500000000,1308243.560404062300000000,8662305.502198344100000000
1675782.976567058800000000,1675782.976567058600000000,11107674.504032858000000000
1822798.743032257100000000,1822798.743032256600000000,12085822.104766663000000000
1969814.509497455600000000,1969814.509497455100000000,13063969.705500469000000000
2116830.275962653600000000,2116830.275962653600000000,14042117.306234276000000000
2263846.042427852300000000,2263846.042427851800000000,15020264.906968081000000000
2410861.808893050500000000,2410861.808893050500000000,15998412.507701887000000000
3145940.641219042700000000,3145940.641219042200000000,20889150.511370916000000000
3881019.473545035300000000,3881019.473545034400000000,25779888.515039943000000000
4616098.305871026600000000,4616098.305871026600000000,30670626.518708970000000000
5351177.138197018800000000,5351177.138197017800000000,35561364.522378005000000000
6086255.970523010900000000,6086255.970523010000000000,40452102.526047036000000000
6821334.802849003100000000,6821334.802849001300000000,45342840.529716060000000000
8291492.467500986500000000,8291492.467500984700000000,55124316.537054114000000000
11966886.629130948000000000,11966886.629130946000000000,79578006.555399254000000000
15642280.790760908000000000,15642280.790760905000000000,104031696.573744400000000000
30343857.437280748000000000,30343857.437280744000000000,201846456.647124950000000000
45045434.083800592000000000,45045434.083800584000000000,299661216.720505540000000000
52396222.407060519000000000,52396222.407060504000000000,348568596.757195830000000000
59747010.730320431000000000,59747010.730320416000000000,397475976.793886130000000000
74448587.376840279000000000,74448587.376840264000000000,495290736.867266710000000000
