Xp,Yp,Zp
2976074.374579965600000000,2976074.374579965100000000,4642561.847567665400000000
2928759.695654383900000000,2928759.695654383900000000,4568247.365019925900000000
2881445.016728802600000000,2881445.016728802100000000,4493932.882472186300000000
2834130.337803221300000000,2834130.337803220800000000,4419618.399924447800000000
2786815.658877640000000000,2786815.658877639600000000,4345303.917376708200000000
2668528.961563685900000000,2668528.961563685400000000,4159517.711007359400000000
2550242.264249732300000000,2550242.264249731800000000,3973731.504638010600000000
2964452.784296038600000000,2964452.784296038100000000,4790483.276514045000000000
2964267.222780735200000000,2964267.222780734800000000,4790181.392681955400000000
2964035.270886606500000000,2964035.270886606100000000,4789804.037891844300000000
2959860.136792285800000000,2959860.136792285400000000,4783011.651669839400000000
2941303.985261971600000000,2941303.985261971100000000,4752823.268460928500000000
2918108.795849079300000000,2918108.795849078800000000,4715087.789449789600000000
2871718.417023294100000000,2871718.417023293700000000,4639616.831427512700000000
2825328.038197509500000000,2825328.038197509000000000,4564145.873405235800000000
2778937.659371724400000000,2778937.659371723900000000,4488674.915382958000000000
2732547.280545939700000000,2732547.280545939200000000,4413203.957360681100000000
2616571.333481477100000000,2616571.333481476600000000,4224526.562304988500000000
2500595.386417014500000000,2500595.386417014100000000,4035849.167249295400000000
2904653.103137264000000000,2904653.103137263600000000,4862712.433262120900000000
2904471.295346195300000000,2904471.295346194900000000,4862406.015484873200000000
2904244.035607358900000000,2904244.035607358400000000,4862022.993263313500000000
2900153.360308310900000000,2900153.360308310500000000,4855128.593275242500000000
2881972.581201429000000000,2881972.581201428500000000,4824486.815550483800000000
2859246.607317826700000000,2859246.607317826200000000,4786184.593394534700000000
2813794.659550622600000000,2813794.659550622100000000,4709580.149082637400000000
2768342.711783418000000000,2768342.711783417500000000,4632975.704770739200000000
2722890.764016213400000000,2722890.764016213400000000,4556371.260458841000000000
2677438.816249009200000000,2677438.816249008800000000,4479766.816146943700000000
2563808.946830998200000000,2563808.946830998200000000,4288255.705367199100000000
2450179.077412987100000000,2450179.077412986700000000,4096744.594587454600000000
2843960.655637935700000000,2843960.655637935300000000,4933466.905629273500000000
2843782.656951515500000000,2843782.656951515000000000,4933156.047244690400000000
2843560.158593490300000000,2843560.158593489800000000,4932767.474263962400000000
2839555.188149037300000000,2839555.188149036800000000,4925773.160610849000000000
2821755.319507024700000000,2821755.319507024700000000,4894687.322152570800000000
2799505.483704509700000000,2799505.483704509200000000,4855830.024079722400000000
2755005.812099478700000000,2755005.812099478200000000,4778115.427934025400000000
2710506.140494447700000000,2710506.140494447200000000,4700400.831788327500000000
2666006.468889416700000000,2666006.468889416200000000,4622686.235642630600000000
2621506.797284385700000000,2621506.797284385200000000,4544971.639496933700000000
2510257.618271808100000000,2510257.618271807700000000,4350685.149132691300000000
2399008.439259230600000000,2399008.439259230600000000,4156398.658768448500000000
2782393.695846753200000000,2782393.695846752700000000,5002724.544407273600000000
2782219.560485106000000000,2782219.560485105500000000,5002409.340105831600000000
2782001.891283047400000000,2782001.891283046900000000,5002015.334729027900000000
2778083.845645984600000000,2778083.845645984200000000,4994923.237946567100000000
2760670.309481260800000000,2760670.309481260400000000,4963402.807802298100000000
2738903.389275356700000000,2738903.389275356200000000,4924002.270121962800000000
2695369.548863547900000000,2695369.548863547400000000,4845201.194761290200000000
2651835.708451739000000000,2651835.708451738600000000,4766400.119400617700000000
2608301.868039930200000000,2608301.868039929800000000,4687599.044039946000000000
2564768.027628121900000000,2564768.027628121400000000,4608797.968679273500000000
2455933.426598599600000000,2455933.426598599200000000,4411795.280277593100000000
2347098.825569077900000000,2347098.825569077400000000,4214792.591875912600000000
2719970.766667121600000000,2719970.766667121100000000,5070463.639803407700000000
2719800.547673565300000000,2719800.547673564900000000,5070144.185599388600000000
2719587.773931619700000000,2719587.773931619200000000,5069744.867844364600000000
2715757.846576603100000000,2715757.846576602700000000,5062557.148253939100000000
2698735.947220973200000000,2698735.947220972700000000,5030611.727852047400000000
2677458.573026435400000000,2677458.573026435000000000,4990679.952349682300000000
2634903.824637360400000000,2634903.824637359900000000,4910816.401344953100000000
2592349.076248284900000000,2592349.076248284400000000,4830952.850340223900000000
2549794.327859209900000000,2549794.327859209400000000,4751089.299335494600000000
2507239.579470134300000000,2507239.579470133900000000,4671225.748330765400000000
2400852.708497446500000000,2400852.708497446000000000,4471566.870818942800000000
2294465.837524758200000000,2294465.837524757700000000,4271907.993307119200000000
2656710.694801554500000000,2656710.694801554100000000,5136662.929729623700000000
2656544.444026443200000000,2656544.444026443200000000,5136339.322931873600000000
2656336.630557554800000000,2656336.630557554300000000,5135934.814434685700000000
2652595.988117558000000000,2652595.988117557500000000,5128653.661485311600000000
2635970.910606459700000000,2635970.910606459200000000,5096292.981710313800000000
2615189.563717586900000000,2615189.563717586500000000,5055842.131991566200000000
2573626.869939841300000000,2573626.869939841300000000,4974940.432554071800000000
2532064.176162096200000000,2532064.176162095700000000,4894038.733116576400000000
2490501.482384351100000000,2490501.482384350600000000,4813137.033679082100000000
2448938.788606605500000000,2448938.788606605000000000,4732235.334241587700000000
2345032.054162242400000000,2345032.054162242000000000,4529981.085647850300000000
2241125.319717878900000000,2241125.319717878500000000,4327726.837054113900000000
2592632.585546680700000000,2592632.585546680300000000,5201301.607997844000000000
2592470.353631611400000000,2592470.353631611000000000,5200973.947180128700000000
2592267.563737775200000000,2592267.563737774700000000,5200564.371157984200000000
2588617.345648721300000000,2588617.345648720900000000,5193192.002759383100000000
2572394.154141815800000000,2572394.154141815400000000,5160425.920987823000000000
2552115.164758184000000000,2552115.164758183500000000,5119468.318773374000000000
2511557.185990919800000000,2511557.185990919800000000,5037553.114344474900000000
2470999.207223656100000000,2470999.207223655700000000,4955637.909915575800000000
2430441.228456392400000000,2430441.228456392000000000,4873722.705486676700000000
2389883.249689128200000000,2389883.249689128200000000,4791807.501057777600000000
2288488.302770968500000000,2288488.302770968500000000,4587019.489985529300000000
2187093.355852808800000000,2187093.355852808300000000,4382231.478913281100000000
2527755.817438831600000000,2527755.817438831100000000,5264359.332414221000000000
2527597.653801217200000000,2527597.653801216700000000,5264027.717385198900000000
2527399.949254199400000000,2527399.949254198900000000,5263613.198598921300000000
2523841.267407879200000000,2523841.267407878800000000,5256151.860445926000000000
2508024.903646457000000000,2508024.903646456500000000,5222990.357543724600000000
2488254.448944679000000000,2488254.448944678500000000,5181538.478915972600000000
2448713.539541123400000000,2448713.539541123000000000,5098634.721660468700000000
2409172.630137567400000000,2409172.630137566900000000,5015730.964404963900000000
2369631.720734010900000000,2369631.720734010500000000,4932827.207149460000000000
2330090.811330455400000000,2330090.811330454900000000,4849923.449893956100000000
2231238.537821565300000000,2231238.537821565300000000,4642664.056755195400000000
2132386.264312675700000000,2132386.264312675200000000,4435404.663616434700000000
2462100.036750491700000000,2462100.036750491200000000,5325816.232765088800000000
2461945.989568508200000000,2461945.989568508200000000,5325480.764537910000000000
2461753.430591029600000000,2461753.430591029100000000,5325061.429253937700000000
2458287.368996407400000000,2458287.368996406900000000,5317513.394142429300000000
2442882.650798086100000000,2442882.650798086100000000,5283966.571424611800000000
2423626.753050185300000000,2423626.753050184800000000,5242033.043027340400000000
2385114.957554382700000000,2385114.957554382700000000,5158165.986232798500000000
2346603.162058580700000000,2346603.162058580200000000,5074298.929438255700000000
2308091.366562778100000000,2308091.366562778100000000,4990431.872643713800000000
2269579.571066976100000000,2269579.571066975600000000,4906564.815849171000000000
2173300.082327470200000000,2173300.082327469700000000,4696897.173862814900000000
2077020.593587964300000000,2077020.593587964100000000,4487229.531876458800000000
2395685.151838047000000000,2395685.151838046500000000,5385652.918687266300000000
2395535.268035958500000000,2395535.268035958100000000,5385313.699448803400000000
2395347.913283348100000000,2395347.913283347600000000,5384889.675400725600000000
2391975.527736362100000000,2391975.527736361600000000,5377257.242535317300000000
2376987.147527534500000000,2376987.147527534000000000,5343335.318689060400000000
2358251.672266500100000000,2358251.672266500100000000,5300932.913881239500000000
2320780.721744431600000000,2320780.721744431200000000,5216128.104265596700000000
2283309.771222363200000000,2283309.771222362800000000,5131323.294649954000000000
2245838.820700294800000000,2245838.820700294300000000,5046518.485034311200000000
2208367.870178226400000000,2208367.870178225900000000,4961713.675418669400000000
2114690.493873055100000000,2114690.493873054600000000,4749701.651379562000000000
